argument,participant,premise_1,premise_2,conclusion,rating,condition,edge_qn,conflict_qn
382,40,is a predator,is red,lives in water,6,premise_2,0,0
383,40,is a predator,is red,is green,1,premise_2,0,0
384,40,is a predator,is red,has two legs,6,premise_2,0,0
385,40,is a predator,is red,has sharp teeth,3,premise_2,1,0
386,40,is a predator,is red,is pink,1,premise_2,0,0
387,40,is a predator,is red,is strong,2,premise_2,1,0
388,40,is a predator,is red,has a hump,2,premise_2,0,0
389,40,is a predator,is red,is cold-blooded,4,premise_2,0,0
390,40,is a predator,is red,eats berries,3,premise_2,0,0
391,40,is red,sees in the dark,has wings,6,premise_2,0,0
392,40,is red,sees in the dark,can swim,6,premise_2,0,0
393,40,is red,sees in the dark,has two legs,5,premise_2,0,0
394,40,is red,sees in the dark,is a nocturnal animal,7,premise_2,1,0
395,40,is red,sees in the dark,stinks,5,premise_2,0,0
396,40,is red,sees in the dark,sucks blood,7,premise_2,0,0
397,40,is red,sees in the dark,has no legs,6,premise_2,0,0
398,40,is red,sees in the dark,eats grain,3,premise_2,0,0
399,40,is red,sees in the dark,makes a web,5,premise_2,0,0
400,40,is red,sees in the dark,eats nuts,3,premise_2,0,0
1,41,has a trunk,lives in the sea,lives in water,6,premise_2,1,1
2,41,has a trunk,lives in the sea,can swim,6,premise_2,1,1
3,41,has a trunk,lives in the sea,eats fish,6,premise_2,1,1
4,41,has a trunk,lives in the sea,has gills,5,premise_2,1,0
5,41,has a trunk,lives in the sea,eats grass,3,premise_2,1,1
6,41,has a trunk,lives in the sea,sings,4,premise_2,1,0
7,41,has a trunk,lives in the sea,can be ridden,3,premise_2,0,1
8,41,has a trunk,lives in the sea,eats grain,2,premise_2,1,0
9,41,has a trunk,lives in the sea,makes an irritating sound,4,premise_2,1,0
10,41,has a trunk,lives in the sea,eats nuts,3,premise_2,1,1
11,41,has six legs,lives in the sea,lives in water,6,premise_2,1,1
12,41,has six legs,lives in the sea,has four legs,3,premise_2,1,0
13,41,has six legs,lives in the sea,can swim,6,premise_2,1,1
14,41,has six legs,lives in the sea,eats fish,6,premise_2,1,1
15,41,has six legs,lives in the sea,lives in the woods,3,premise_2,1,1
16,41,has six legs,lives in the sea,has feelers,2,premise_2,0,1
17,41,has six legs,lives in the sea,eats grass,3,premise_2,1,0
18,41,has six legs,lives in the sea,has no legs,7,premise_2,1,0
19,41,has six legs,lives in the sea,makes an irritating sound,5,premise_2,1,0
20,41,has six legs,lives in the sea,eats nuts,1,premise_2,1,0
21,41,can fly,has a mane,lays eggs,2,premise_2,0,1
22,41,can fly,has a mane,has wings,5,premise_2,1,1
23,41,can fly,has a mane,lives in water,3,premise_2,0,0
24,41,can fly,has a mane,has four legs,6,premise_2,0,1
25,41,can fly,has a mane,has feelers,2,premise_2,0,0
26,41,can fly,has a mane,lives in trees,3,premise_2,1,0
27,41,can fly,has a mane,has fur,6,premise_2,1,1
28,41,can fly,has a mane,makes an irritating sound,5,premise_2,0,0
29,41,can fly,has a mane,sees in the dark,2,premise_2,0,1
30,41,can fly,has a mane,eats nuts,5,premise_2,0,0
31,41,sucks blood,has two legs,has four legs,1,premise_2,1,0
32,41,sucks blood,has two legs,has feathers,6,premise_2,0,1
33,41,sucks blood,has two legs,has a beak,6,premise_2,0,1
34,41,sucks blood,has two legs,stings,4,premise_2,0,1
35,41,sucks blood,has two legs,has six legs,1,premise_2,1,1
36,41,sucks blood,has two legs,crawls,5,premise_2,1,1
37,41,sucks blood,has two legs,has feelers,3,premise_2,0,1
38,41,sucks blood,has two legs,has no legs,1,premise_2,1,0
39,41,sucks blood,has two legs,eats nuts,4,premise_2,0,1
40,41,sucks blood,has two legs,eats berries,4,premise_2,0,1
41,41,lives in the desert,is blue,lives in water,5,premise_2,1,1
42,41,lives in the desert,is blue,lives in the sea,5,premise_2,1,1
43,41,lives in the desert,is blue,eats fish,5,premise_2,1,0
44,41,lives in the desert,is blue,lives in the woods,2,premise_2,1,0
45,41,lives in the desert,is blue,has gills,5,premise_2,0,1
46,41,lives in the desert,is blue,is a nocturnal animal,3,premise_2,0,0
47,41,lives in the desert,is blue,is slow,5,premise_2,0,0
48,41,lives in the desert,is blue,has no legs,5,premise_2,0,0
49,41,lives in the desert,is blue,lives under the ground,4,premise_2,1,0
50,41,lives in the desert,is blue,sees in the dark,5,premise_2,0,0
51,41,can fly,has scales,has wings,1,premise_2,1,1
52,41,can fly,has scales,lives in water,6,premise_2,0,0
53,41,can fly,has scales,has feathers,1,premise_2,1,0
54,41,can fly,has scales,can swim,6,premise_2,0,1
55,41,can fly,has scales,is a predator,4,premise_2,0,0
56,41,can fly,has scales,lives in trees,2,premise_2,1,0
57,41,can fly,has scales,sings,3,premise_2,0,0
58,41,can fly,has scales,can be ridden,4,premise_2,0,0
59,41,can fly,has scales,has fur,1,premise_2,1,0
60,41,can fly,has scales,is cold-blooded,6,premise_2,0,1
61,41,has wings,has sharp teeth,can fly,5,premise_2,1,1
62,41,has wings,has sharp teeth,lives in water,5,premise_2,0,0
63,41,has wings,has sharp teeth,is green,5,premise_2,0,0
64,41,has wings,has sharp teeth,has gills,3,premise_2,0,0
65,41,has wings,has sharp teeth,has two legs,4,premise_2,0,0
66,41,has wings,has sharp teeth,is a predator,7,premise_2,1,0
67,41,has wings,has sharp teeth,is pink,4,premise_2,0,0
68,41,has wings,has sharp teeth,makes a web,4,premise_2,0,0
69,41,has wings,has sharp teeth,is strong,6,premise_2,0,0
70,41,has wings,has sharp teeth,climbs well,3,premise_2,0,0
71,41,has four legs,has feathers,can fly,6,premise_2,0,1
72,41,has four legs,has feathers,has wings,6,premise_2,0,1
73,41,has four legs,has feathers,has scales,2,premise_2,1,0
74,41,has four legs,has feathers,has a beak,5,premise_2,0,1
75,41,has four legs,has feathers,has two legs,5,premise_2,1,1
76,41,has four legs,has feathers,has six legs,3,premise_2,1,0
77,41,has four legs,has feathers,can be ridden,5,premise_2,1,0
78,41,has four legs,has feathers,has fur,4,premise_2,1,0
79,41,has four legs,has feathers,has no legs,3,premise_2,1,0
80,41,has four legs,has feathers,is pink,5,premise_2,0,0
81,41,makes a web,lives in water,lives in the sea,6,premise_2,1,0
82,41,makes a web,lives in water,can swim,6,premise_2,1,1
83,41,makes a web,lives in water,eats fish,6,premise_2,1,0
84,41,makes a web,lives in water,lives in the woods,3,premise_2,1,0
85,41,makes a web,lives in water,has gills,6,premise_2,1,0
86,41,makes a web,lives in water,eats grass,2,premise_2,1,0
87,41,makes a web,lives in water,sucks blood,3,premise_2,0,1
88,41,makes a web,lives in water,eats grain,2,premise_2,1,0
89,41,makes a web,lives in water,eats nuts,4,premise_2,1,0
90,41,makes a web,lives in water,eats berries,2,premise_2,1,0
91,41,has feathers,crawls,has scales,5,premise_2,1,0
92,41,has feathers,crawls,has a beak,4,premise_2,0,1
93,41,has feathers,crawls,has two legs,3,premise_2,1,1
94,41,has feathers,crawls,has six legs,6,premise_2,1,0
95,41,has feathers,crawls,has fur,3,premise_2,1,0
96,41,has feathers,crawls,has no legs,2,premise_2,1,0
97,41,has feathers,crawls,lives under the ground,5,premise_2,0,0
98,41,has feathers,crawls,makes a web,6,premise_2,0,0
99,41,has feathers,crawls,eats nuts,4,premise_2,0,1
100,41,has feathers,crawls,eats berries,5,premise_2,0,1
101,41,has a hump,makes a web,lays eggs,6,premise_2,0,1
102,41,has a hump,makes a web,has four legs,5,premise_2,0,1
103,41,has a hump,makes a web,is grey,5,premise_2,0,1
104,41,has a hump,makes a web,is black,6,premise_2,0,1
105,41,has a hump,makes a web,lives in the woods,6,premise_2,0,1
106,41,has a hump,makes a web,stings,5,premise_2,0,1
107,41,has a hump,makes a web,has feelers,6,premise_2,0,1
108,41,has a hump,makes a web,eats grass,2,premise_2,0,1
109,41,has a hump,makes a web,is heavy,1,premise_2,0,1
110,41,has a hump,makes a web,can be ridden,1,premise_2,0,1
111,41,is red,has a trunk,can fly,2,premise_2,0,1
112,41,is red,has a trunk,lays eggs,1,premise_2,0,1
113,41,is red,has a trunk,has wings,4,premise_2,0,1
114,41,is red,has a trunk,has four legs,6,premise_2,0,1
115,41,is red,has a trunk,is grey,5,premise_2,0,1
116,41,is red,has a trunk,has sharp teeth,4,premise_2,0,1
117,41,is red,has a trunk,eats grass,5,premise_2,0,1
118,41,is red,has a trunk,is heavy,6,premise_2,0,1
119,41,is red,has a trunk,can be ridden,5,premise_2,0,1
120,41,is red,has a trunk,is strong,5,premise_2,0,1
121,41,sings,has gills,can fly,2,premise_2,0,1
122,41,sings,has gills,has wings,2,premise_2,0,1
123,41,sings,has gills,lives in water,7,premise_2,1,0
124,41,sings,has gills,has feathers,2,premise_2,0,1
125,41,sings,has gills,lives in the sea,7,premise_2,1,0
126,41,sings,has gills,can swim,7,premise_2,0,1
127,41,sings,has gills,has two legs,3,premise_2,0,1
128,41,sings,has gills,lives in trees,1,premise_2,0,1
129,41,sings,has gills,is cold-blooded,6,premise_2,0,1
130,41,sings,has gills,eats nuts,2,premise_2,0,1
131,41,has wings,has a trunk,can fly,2,premise_2,1,1
132,41,has wings,has a trunk,lays eggs,2,premise_2,0,1
133,41,has wings,has a trunk,has four legs,6,premise_2,0,1
134,41,has wings,has a trunk,has sharp teeth,2,premise_2,0,1
135,41,has wings,has a trunk,crawls,3,premise_2,0,0
136,41,has wings,has a trunk,has a long neck,6,premise_2,0,0
137,41,has wings,has a trunk,eats grass,6,premise_2,0,1
138,41,has wings,has a trunk,can be ridden,5,premise_2,0,1
139,41,has wings,has a trunk,has fur,4,premise_2,0,1
140,41,has wings,has a trunk,eats berries,4,premise_2,0,0
141,41,has feathers,has no legs,can fly,6,premise_2,0,1
142,41,has feathers,has no legs,has wings,7,premise_2,0,1
143,41,has feathers,has no legs,has four legs,2,premise_2,1,0
144,41,has feathers,has no legs,has a beak,6,premise_2,0,1
145,41,has feathers,has no legs,has two legs,1,premise_2,1,1
146,41,has feathers,has no legs,has six legs,1,premise_2,1,0
147,41,has feathers,has no legs,has fur,5,premise_2,1,0
148,41,has feathers,has no legs,is cold-blooded,2,premise_2,0,1
149,41,has feathers,has no legs,eats nuts,3,premise_2,0,1
150,41,has feathers,has no legs,eats berries,5,premise_2,0,1
151,41,has scales,has a beak,can fly,6,premise_2,0,1
152,41,has scales,has a beak,has wings,5,premise_2,0,1
153,41,has scales,has a beak,has feathers,6,premise_2,1,1
154,41,has scales,has a beak,has two legs,5,premise_2,0,1
155,41,has scales,has a beak,stinks,3,premise_2,0,0
156,41,has scales,has a beak,sucks blood,4,premise_2,0,0
157,41,has scales,has a beak,has fur,5,premise_2,1,0
158,41,has scales,has a beak,is cold-blooded,2,premise_2,0,1
159,41,has scales,has a beak,eats nuts,5,premise_2,0,1
160,41,has scales,has a beak,eats berries,5,premise_2,0,1
161,41,stings,has feathers,has scales,1,premise_2,1,0
162,41,stings,has feathers,has a beak,6,premise_2,0,1
163,41,stings,has feathers,has two legs,6,premise_2,0,1
164,41,stings,has feathers,has sharp teeth,5,premise_2,0,0
165,41,stings,has feathers,crawls,4,premise_2,0,1
166,41,stings,has feathers,stinks,3,premise_2,0,0
167,41,stings,has feathers,has feelers,2,premise_2,0,1
168,41,stings,has feathers,has fur,3,premise_2,1,0
169,41,stings,has feathers,eats nuts,5,premise_2,0,1
170,41,stings,has feathers,eats berries,4,premise_2,0,1
171,41,has a beak,has fur,can fly,5,premise_2,0,1
172,41,has a beak,has fur,lays eggs,2,premise_2,0,1
173,41,has a beak,has fur,has wings,5,premise_2,0,1
174,41,has a beak,has fur,has four legs,4,premise_2,0,1
175,41,has a beak,has fur,has feathers,3,premise_2,1,1
176,41,has a beak,has fur,has scales,2,premise_2,1,0
177,41,has a beak,has fur,has two legs,4,premise_2,0,1
178,41,has a beak,has fur,stinks,3,premise_2,0,0
179,41,has a beak,has fur,sucks blood,3,premise_2,0,0
180,41,has a beak,has fur,has a mane,6,premise_2,1,0
181,41,can be ridden,has six legs,has four legs,1,premise_2,1,0
182,41,can be ridden,has six legs,lives in the woods,5,premise_2,0,1
183,41,can be ridden,has six legs,has two legs,1,premise_2,1,0
184,41,can be ridden,has six legs,crawls,6,premise_2,1,0
185,41,can be ridden,has six legs,stinks,2,premise_2,0,1
186,41,can be ridden,has six legs,has feelers,5,premise_2,0,1
187,41,can be ridden,has six legs,eats grass,4,premise_2,0,1
188,41,can be ridden,has six legs,is heavy,2,premise_2,0,1
189,41,can be ridden,has six legs,has no legs,1,premise_2,1,0
190,41,can be ridden,has six legs,is strong,3,premise_2,1,1
191,41,has gills,has feelers,can fly,4,premise_2,0,0
192,41,has gills,has feelers,lives in water,5,premise_2,1,1
193,41,has gills,has feelers,lives in the sea,5,premise_2,1,0
194,41,has gills,has feelers,can swim,5,premise_2,0,1
195,41,has gills,has feelers,eats fish,5,premise_2,0,1
196,41,has gills,has feelers,has six legs,6,premise_2,0,0
197,41,has gills,has feelers,stinks,3,premise_2,0,1
198,41,has gills,has feelers,is cold-blooded,4,premise_2,0,1
199,41,has gills,has feelers,climbs well,4,premise_2,0,0
200,41,has gills,has feelers,eats nuts,4,premise_2,0,0
201,41,lives in the sea,has a mane,lives in water,3,premise_2,1,1
202,41,lives in the sea,has a mane,can swim,2,premise_2,1,0
203,41,lives in the sea,has a mane,eats fish,3,premise_2,1,1
204,41,lives in the sea,has a mane,eats grass,5,premise_2,1,0
205,41,lives in the sea,has a mane,sings,4,premise_2,1,0
206,41,lives in the sea,has a mane,lives in the desert,1,premise_2,1,0
207,41,lives in the sea,has a mane,has fur,6,premise_2,1,1
208,41,lives in the sea,has a mane,eats grain,5,premise_2,1,0
209,41,lives in the sea,has a mane,makes an irritating sound,4,premise_2,1,0
210,41,lives in the sea,has a mane,sees in the dark,2,premise_2,0,1
211,41,has no legs,can fly,has wings,7,premise_2,1,1
212,41,has no legs,can fly,has four legs,2,premise_2,1,0
213,41,has no legs,can fly,can swim,2,premise_2,0,1
214,41,has no legs,can fly,has two legs,6,premise_2,1,0
215,41,has no legs,can fly,has six legs,2,premise_2,1,0
216,41,has no legs,can fly,crawls,1,premise_2,1,0
217,41,has no legs,can fly,lives in trees,7,premise_2,1,0
218,41,has no legs,can fly,can jump far,5,premise_2,1,0
219,41,has no legs,can fly,has a hump,3,premise_2,0,0
220,41,has no legs,can fly,is cold-blooded,2,premise_2,0,1
221,41,eats fish,has six legs,can fly,1,premise_2,0,0
222,41,eats fish,has six legs,lives in water,2,premise_2,1,0
223,41,eats fish,has six legs,has four legs,1,premise_2,1,0
224,41,eats fish,has six legs,is grey,4,premise_2,0,0
225,41,eats fish,has six legs,lives in the sea,3,premise_2,1,0
226,41,eats fish,has six legs,has two legs,1,premise_2,1,0
227,41,eats fish,has six legs,crawls,6,premise_2,1,0
228,41,eats fish,has six legs,has feelers,6,premise_2,0,1
229,41,eats fish,has six legs,lives in the desert,3,premise_2,1,0
230,41,eats fish,has six legs,has no legs,1,premise_2,1,0
231,41,has scales,has two legs,can fly,6,premise_2,0,1
232,41,has scales,has two legs,has wings,6,premise_2,0,1
233,41,has scales,has two legs,has feathers,6,premise_2,1,1
234,41,has scales,has two legs,has a beak,5,premise_2,0,1
235,41,has scales,has two legs,has six legs,1,premise_2,1,0
236,41,has scales,has two legs,has fur,5,premise_2,1,0
237,41,has scales,has two legs,has no legs,1,premise_2,1,0
238,41,has scales,has two legs,is cold-blooded,3,premise_2,0,1
239,41,has scales,has two legs,eats nuts,4,premise_2,0,1
240,41,has scales,has two legs,eats berries,4,premise_2,0,1
241,41,has two legs,lives under the ground,has four legs,6,premise_2,1,0
242,41,has two legs,lives under the ground,has feathers,2,premise_2,0,1
243,41,has two legs,lives under the ground,is green,5,premise_2,0,0
244,41,has two legs,lives under the ground,has a beak,1,premise_2,0,1
245,41,has two legs,lives under the ground,lives in the woods,4,premise_2,1,0
246,41,has two legs,lives under the ground,has six legs,6,premise_2,1,0
247,41,has two legs,lives under the ground,crawls,6,premise_2,1,1
248,41,has two legs,lives under the ground,lives in the desert,5,premise_2,1,0
249,41,has two legs,lives under the ground,has no legs,2,premise_2,1,0
250,41,has two legs,lives under the ground,climbs well,3,premise_2,0,0
251,41,has gills,has fur,lives in water,2,premise_2,1,0
252,41,has gills,has fur,has feathers,3,premise_2,1,0
253,41,has gills,has fur,lives in the sea,2,premise_2,1,0
254,41,has gills,has fur,has scales,1,premise_2,1,0
255,41,has gills,has fur,eats grass,3,premise_2,0,0
256,41,has gills,has fur,sucks blood,3,premise_2,0,0
257,41,has gills,has fur,is yellow,4,premise_2,0,0
258,41,has gills,has fur,sings,4,premise_2,0,0
259,41,has gills,has fur,has a mane,5,premise_2,1,0
260,41,has gills,has fur,is cold-blooded,3,premise_2,0,1
261,41,lives in trees,can be ridden,can fly,5,premise_2,1,0
262,41,lives in trees,can be ridden,has four legs,7,premise_2,1,0
263,41,lives in trees,can be ridden,lives in the woods,6,premise_2,1,1
264,41,lives in trees,can be ridden,is white,4,premise_2,0,0
265,41,lives in trees,can be ridden,is slow,4,premise_2,0,0
266,41,lives in trees,can be ridden,eats grass,6,premise_2,0,1
267,41,lives in trees,can be ridden,is strong,5,premise_2,1,0
268,41,lives in trees,can be ridden,has a hump,5,premise_2,0,0
269,41,lives in trees,can be ridden,climbs well,3,premise_2,1,0
270,41,lives in trees,can be ridden,sees in the dark,3,premise_2,0,0
271,41,has fur,sings,lays eggs,3,premise_2,0,1
272,41,has fur,sings,has wings,5,premise_2,0,1
273,41,has fur,sings,lives in water,3,premise_2,1,0
274,41,has fur,sings,has four legs,4,premise_2,0,1
275,41,has fur,sings,has feathers,5,premise_2,1,1
276,41,has fur,sings,lives in the sea,4,premise_2,1,0
277,41,has fur,sings,has scales,3,premise_2,1,0
278,41,has fur,sings,has a beak,5,premise_2,0,1
279,41,has fur,sings,has two legs,4,premise_2,0,1
280,41,has fur,sings,has a mane,5,premise_2,1,0
281,41,is pink,lives in the desert,lives in water,2,premise_2,1,0
282,41,is pink,lives in the desert,lives in the sea,2,premise_2,1,0
283,41,is pink,lives in the desert,eats fish,4,premise_2,1,0
284,41,is pink,lives in the desert,lives in the woods,1,premise_2,1,0
285,41,is pink,lives in the desert,stings,4,premise_2,0,0
286,41,is pink,lives in the desert,stinks,5,premise_2,0,0
287,41,is pink,lives in the desert,has a long neck,5,premise_2,0,0
288,41,is pink,lives in the desert,lives under the ground,6,premise_2,1,0
289,41,is pink,lives in the desert,sees in the dark,6,premise_2,0,0
290,41,is pink,lives in the desert,eats berries,1,premise_2,0,0
291,41,has feelers,has four legs,has scales,2,premise_2,0,0
292,41,has feelers,has four legs,has two legs,1,premise_2,1,0
293,41,has feelers,has four legs,has six legs,1,premise_2,1,0
294,41,has feelers,has four legs,is slow,3,premise_2,0,0
295,41,has feelers,has four legs,can jump far,6,premise_2,0,0
296,41,has feelers,has four legs,sucks blood,2,premise_2,0,0
297,41,has feelers,has four legs,can be ridden,6,premise_2,1,0
298,41,has feelers,has four legs,has fur,5,premise_2,0,0
299,41,has feelers,has four legs,has no legs,1,premise_2,1,0
300,41,has feelers,has four legs,is pink,3,premise_2,0,0
301,41,lays eggs,has a hump,is grey,4,premise_2,0,0
302,41,lays eggs,has a hump,is a pet,3,premise_2,0,0
303,41,lays eggs,has a hump,has two legs,4,premise_2,0,0
304,41,lays eggs,has a hump,is slow,5,premise_2,0,0
305,41,lays eggs,has a hump,eats grass,6,premise_2,0,1
306,41,lays eggs,has a hump,can be ridden,5,premise_2,0,1
307,41,lays eggs,has a hump,has fur,5,premise_2,0,1
308,41,lays eggs,has a hump,lives under the ground,1,premise_2,0,0
309,41,lays eggs,has a hump,climbs well,3,premise_2,0,0
310,41,lays eggs,has a hump,is blue,3,premise_2,0,0
311,41,can be ridden,is green,has four legs,5,premise_2,1,0
312,41,can be ridden,is green,has sharp teeth,5,premise_2,0,0
313,41,can be ridden,is green,has feelers,5,premise_2,0,0
314,41,can be ridden,is green,lives in trees,6,premise_2,0,0
315,41,can be ridden,is green,eats grass,4,premise_2,0,1
316,41,can be ridden,is green,is heavy,3,premise_2,0,0
317,41,can be ridden,is green,is yellow,5,premise_2,0,0
318,41,can be ridden,is green,lives in the desert,4,premise_2,0,0
319,41,can be ridden,is green,is strong,2,premise_2,1,0
320,41,can be ridden,is green,is cold-blooded,5,premise_2,0,0
321,41,has a beak,has sharp teeth,can fly,4,premise_2,0,1
322,41,has a beak,has sharp teeth,has wings,5,premise_2,0,1
323,41,has a beak,has sharp teeth,has feathers,4,premise_2,0,1
324,41,has a beak,has sharp teeth,has two legs,4,premise_2,0,1
325,41,has a beak,has sharp teeth,is a nocturnal animal,5,premise_2,0,0
326,41,has a beak,has sharp teeth,is a predator,7,premise_2,1,0
327,41,has a beak,has sharp teeth,sings,3,premise_2,0,0
328,41,has a beak,has sharp teeth,has no legs,2,premise_2,0,0
329,41,has a beak,has sharp teeth,lives under the ground,6,premise_2,0,0
330,41,has a beak,has sharp teeth,eats berries,2,premise_2,0,1
331,41,has sharp teeth,is red,can fly,5,premise_2,0,1
332,41,has sharp teeth,is red,has wings,5,premise_2,0,1
333,41,has sharp teeth,is red,is black,1,premise_2,0,0
334,41,has sharp teeth,is red,can swim,4,premise_2,0,0
335,41,has sharp teeth,is red,has two legs,5,premise_2,0,0
336,41,has sharp teeth,is red,crawls,4,premise_2,0,0
337,41,has sharp teeth,is red,is a predator,6,premise_2,1,0
338,41,has sharp teeth,is red,sucks blood,4,premise_2,0,0
339,41,has sharp teeth,is red,has no legs,3,premise_2,0,0
340,41,has sharp teeth,is red,makes a web,4,premise_2,0,0
341,41,is heavy,stings,is green,5,premise_2,0,0
342,41,is heavy,stings,is black,5,premise_2,0,0
343,41,is heavy,stings,eats fish,4,premise_2,0,0
344,41,is heavy,stings,stinks,5,premise_2,0,0
345,41,is heavy,stings,has a long neck,5,premise_2,0,0
346,41,is heavy,stings,has feelers,6,premise_2,0,1
347,41,is heavy,stings,is a predator,6,premise_2,0,0
348,41,is heavy,stings,lives in trees,3,premise_2,0,0
349,41,is heavy,stings,is slow,2,premise_2,1,0
350,41,is heavy,stings,eats berries,3,premise_2,0,0
351,41,has six legs,is pink,has four legs,5,premise_2,1,0
352,41,has six legs,is pink,is green,2,premise_2,0,0
353,41,has six legs,is pink,can swim,5,premise_2,0,0
354,41,has six legs,is pink,lives in the woods,2,premise_2,0,0
355,41,has six legs,is pink,has two legs,4,premise_2,1,0
356,41,has six legs,is pink,crawls,5,premise_2,1,0
357,41,has six legs,is pink,is a predator,2,premise_2,0,0
358,41,has six legs,is pink,has no legs,3,premise_2,1,0
359,41,has six legs,is pink,makes a web,4,premise_2,0,0
360,41,has six legs,is pink,sees in the dark,5,premise_2,0,0
361,41,makes a web,has six legs,lives in water,3,premise_2,0,0
362,41,makes a web,has six legs,has four legs,1,premise_2,1,0
363,41,makes a web,has six legs,is black,4,premise_2,0,0
364,41,makes a web,has six legs,is white,4,premise_2,0,0
365,41,makes a web,has six legs,has gills,1,premise_2,0,0
366,41,makes a web,has six legs,has two legs,1,premise_2,1,0
367,41,makes a web,has six legs,is a nocturnal animal,3,premise_2,0,0
368,41,makes a web,has six legs,crawls,6,premise_2,1,0
369,41,makes a web,has six legs,is heavy,4,premise_2,0,0
370,41,makes a web,has six legs,has no legs,1,premise_2,1,0
371,41,has fur,has feelers,lays eggs,6,premise_2,0,1
372,41,has fur,has feelers,lives in water,5,premise_2,0,0
373,41,has fur,has feelers,has four legs,6,premise_2,0,1
374,41,has fur,has feelers,has feathers,5,premise_2,1,0
375,41,has fur,has feelers,has scales,4,premise_2,1,0
376,41,has fur,has feelers,stings,4,premise_2,0,0
377,41,has fur,has feelers,stinks,4,premise_2,0,0
378,41,has fur,has feelers,is yellow,4,premise_2,0,0
379,41,has fur,has feelers,is pink,4,premise_2,0,0
380,41,has fur,has feelers,has a mane,2,premise_2,1,0
381,41,is a predator,is red,can fly,5,premise_2,0,0
382,41,is a predator,is red,lives in water,2,premise_2,0,0
383,41,is a predator,is red,is green,5,premise_2,0,0
384,41,is a predator,is red,has two legs,4,premise_2,0,0
385,41,is a predator,is red,has sharp teeth,6,premise_2,1,0
386,41,is a predator,is red,is pink,2,premise_2,0,0
387,41,is a predator,is red,is strong,7,premise_2,1,0
388,41,is a predator,is red,has a hump,4,premise_2,0,0
389,41,is a predator,is red,is cold-blooded,2,premise_2,0,0
390,41,is a predator,is red,eats berries,2,premise_2,0,0
391,41,is red,sees in the dark,has wings,6,premise_2,0,0
392,41,is red,sees in the dark,can swim,6,premise_2,0,0
393,41,is red,sees in the dark,has two legs,6,premise_2,0,0
394,41,is red,sees in the dark,is a nocturnal animal,7,premise_2,1,0
395,41,is red,sees in the dark,stinks,3,premise_2,0,0
396,41,is red,sees in the dark,sucks blood,4,premise_2,0,0
397,41,is red,sees in the dark,has no legs,4,premise_2,0,0
398,41,is red,sees in the dark,eats grain,2,premise_2,0,0
399,41,is red,sees in the dark,makes a web,4,premise_2,0,0
400,41,is red,sees in the dark,eats nuts,5,premise_2,0,0
1,42,has a trunk,lives in the sea,lives in water,7,premise_2,1,1
2,42,has a trunk,lives in the sea,can swim,7,premise_2,1,1
3,42,has a trunk,lives in the sea,eats fish,7,premise_2,1,1
4,42,has a trunk,lives in the sea,has gills,7,premise_2,1,0
5,42,has a trunk,lives in the sea,eats grass,2,premise_2,1,1
6,42,has a trunk,lives in the sea,sings,5,premise_2,1,0
7,42,has a trunk,lives in the sea,can be ridden,4,premise_2,0,1
8,42,has a trunk,lives in the sea,eats grain,1,premise_2,1,0
9,42,has a trunk,lives in the sea,makes an irritating sound,2,premise_2,1,0
10,42,has a trunk,lives in the sea,eats nuts,1,premise_2,1,1
11,42,has six legs,lives in the sea,lives in water,7,premise_2,1,1
12,42,has six legs,lives in the sea,has four legs,2,premise_2,1,0
13,42,has six legs,lives in the sea,can swim,7,premise_2,1,1
14,42,has six legs,lives in the sea,eats fish,7,premise_2,1,1
15,42,has six legs,lives in the sea,lives in the woods,1,premise_2,1,1
16,42,has six legs,lives in the sea,has feelers,3,premise_2,0,1
17,42,has six legs,lives in the sea,eats grass,1,premise_2,1,0
18,42,has six legs,lives in the sea,has no legs,7,premise_2,1,0
19,42,has six legs,lives in the sea,makes an irritating sound,6,premise_2,1,0
20,42,has six legs,lives in the sea,eats nuts,1,premise_2,1,0
21,42,can fly,has a mane,lays eggs,1,premise_2,0,1
22,42,can fly,has a mane,has wings,1,premise_2,1,1
23,42,can fly,has a mane,lives in water,2,premise_2,0,0
24,42,can fly,has a mane,has four legs,7,premise_2,0,1
25,42,can fly,has a mane,has feelers,4,premise_2,0,0
26,42,can fly,has a mane,lives in trees,3,premise_2,1,0
27,42,can fly,has a mane,has fur,7,premise_2,1,1
28,42,can fly,has a mane,makes an irritating sound,5,premise_2,0,0
29,42,can fly,has a mane,sees in the dark,5,premise_2,0,1
30,42,can fly,has a mane,eats nuts,2,premise_2,0,0
31,42,sucks blood,has two legs,has four legs,1,premise_2,1,0
32,42,sucks blood,has two legs,has feathers,3,premise_2,0,1
33,42,sucks blood,has two legs,has a beak,5,premise_2,0,1
34,42,sucks blood,has two legs,stings,2,premise_2,0,1
35,42,sucks blood,has two legs,has six legs,1,premise_2,1,1
36,42,sucks blood,has two legs,crawls,4,premise_2,1,1
37,42,sucks blood,has two legs,has feelers,5,premise_2,0,1
38,42,sucks blood,has two legs,has no legs,1,premise_2,1,0
39,42,sucks blood,has two legs,eats nuts,3,premise_2,0,1
40,42,sucks blood,has two legs,eats berries,2,premise_2,0,1
41,42,lives in the desert,is blue,lives in water,5,premise_2,1,1
42,42,lives in the desert,is blue,lives in the sea,5,premise_2,1,1
43,42,lives in the desert,is blue,eats fish,4,premise_2,1,0
44,42,lives in the desert,is blue,lives in the woods,2,premise_2,1,0
